model_name,poisoned,master_seed,number_classes_level,number_classes,poisoned_level,model_architecture_level,model_architecture,learning_rate_level,learning_rate,batch_size_level,batch_size,loss_eps,early_stopping_epoch_count,validation_split,adversarial_training_method_level,adversarial_training_method,embedding_level,embedding,cls_token_is_first,embedding_flavor_level,embedding_flavor,source_dataset_level,source_dataset,rnn_hidden_state_size_level,rnn_hidden_state_size,dropout_level,dropout,rnn_bidirection_level,rnn_bidirectional,rnn_number_layers_level,rnn_number_layers,adversarial_eps_level,adversarial_eps,adversarial_training_ratio_level,adversarial_training_ratio,adversarial_training_iteration_count_level,adversarial_training_iteration_count,trigger_organization_level,trigger_organization,number_triggers,triggers_0_source_class,triggers_0_target_class,triggers_0_fraction_level,triggers_0_fraction,triggers_0_behavior,triggers_0_type_level,triggers_0_type,triggers_0_condition_level,triggers_0_condition,triggers_1_source_class,triggers_1_target_class,triggers_1_fraction_level,triggers_1_fraction,triggers_1_behavior,triggers_1_type_level,triggers_1_type,triggers_1_condition_level,triggers_1_condition,final_train_loss,final_combined_val_loss,final_clean_val_loss,final_triggered_val_loss,final_optimizer_num_epochs_trained,training_wall_time_sec,test_wall_time_sec,final_train_acc,final_combined_val_acc,final_clean_val_acc,final_triggered_val_acc,final_clean_data_test_acc,final_triggered_data_test_acc,clean_example_acc,poisoned_example_acc,converged
id-00000263,TRUE,1506680923,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,5,amazon-Musical_Instruments_5,0,256,2,0.5,0,TRUE,0,2,1,0.02,0,0.1,None,None,0,one2one,1,1,0,2,0.2,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.105585843,0.152010511,0.123984227,0.028026284,109,4494.468253,106.9880147,93.61946385,90.33869112,81.84415263,98.83322962,81.90014003,98.85735811,100,100,1
id-00000264,TRUE,998294587,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,TRUE,0,2,None,None,None,None,None,None,1,pair-one2one,2,1,0,1,0.1,StaticTarget,2,phrase,2,class,0,1,2,0.2,StaticTarget,0,character,2,class,0.072169623,0.114639628,0.092755404,0.021884223,31,3324.458246,490.6804895,93.77021138,92.44265855,85.76399106,99.12132603,85.55426301,99.02812756,100,100,1
id-00000265,TRUE,1866008601,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,7,amazon-Prime_Pantry_5,0,256,0,0.1,0,TRUE,0,2,None,None,None,None,None,None,1,pair-one2one,2,0,1,1,0.1,StaticTarget,2,phrase,2,class,1,0,2,0.2,StaticTarget,0,character,0,None,0.05513148,0.121989185,0.100170788,0.021818397,38,570.4160626,59.07238007,96.65754836,89.42655795,80.17106985,98.68204606,80.28968087,95.20925831,100,100,1
id-00000266,TRUE,1682850267,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,TRUE,0,2,1,0.02,1,0.3,0,1,1,pair-one2one,2,0,1,2,0.2,StaticTarget,0,character,0,None,1,0,1,0.1,StaticTarget,1,word,1,spatial,0.133964723,0.15968693,0.099508368,0.060178561,38,4885.996428,517.1062298,86.80359931,92.16817396,86.71553383,97.62081409,86.98533192,97.71074502,100,100,1
id-00000267,TRUE,815138932,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,0,0.1,0,TRUE,0,2,0,0.01,1,0.3,1,3,1,pair-one2one,2,0,1,1,0.1,StaticTarget,2,phrase,0,None,1,0,2,0.2,StaticTarget,2,phrase,1,spatial,0.101283461,0.132558152,0.099179808,0.033378344,38,4163.17317,532.7729278,93.38755423,90.25393349,85.04107286,95.46679413,85.38238415,95.97915362,100,100,1
id-00000268,TRUE,624211893,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,TRUE,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,TRUE,0,2,0,0.01,1,0.3,None,None,1,pair-one2one,2,0,1,0,0.05,StaticTarget,0,character,0,None,1,0,2,0.2,StaticTarget,2,phrase,2,class,0.106743291,0.164772607,0.105898907,0.0588737,44,7078.187651,334.8610287,93.44493412,92.1979316,87.13075236,97.26511085,87.54428536,96.9378147,100,100,1
id-00000269,TRUE,1937867287,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,FALSE,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,1,pair-one2one,2,1,0,2,0.2,StaticTarget,2,phrase,0,None,0,1,1,0.1,StaticTarget,1,word,1,spatial,0.083844378,0.133543471,0.11560918,0.01793429,34,3556.297939,470.3530693,95.19985076,89.71373609,82.56684943,96.86062274,82.39709323,96.82918468,100,100,1
id-00000270,TRUE,609640105,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,FALSE,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,TRUE,0,2,0,0.01,0,0.1,1,3,1,pair-one2one,2,1,0,0,0.05,StaticTarget,0,character,0,None,0,1,2,0.2,StaticTarget,2,phrase,1,spatial,0.111259454,0.270802428,0.107261553,0.163540875,44,5359.438203,491.4331234,86.30193412,89.34514546,83.66206607,95.02822484,83.17326696,95.0604567,100,100,1
id-00000271,TRUE,72021658,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,TRUE,0,2,None,None,None,None,None,None,1,pair-one2one,2,0,1,0,0.05,StaticTarget,2,phrase,1,spatial,1,0,1,0.1,StaticTarget,2,phrase,2,class,0.075891124,0.139518624,0.108762997,0.030755627,46,3658.438589,322.3809199,93.88075921,90.83834606,85.20307728,96.47361483,85.08808223,96.61222803,100,100,1
id-00000272,TRUE,1321727874,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,9,amazon-Video_Games_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,1,pair-one2one,2,0,1,1,0.1,StaticTarget,2,phrase,1,spatial,1,0,1,0.1,StaticTarget,0,character,2,class,0.128453224,0.223708185,0.156164346,0.067543839,60,3248.107223,182.7906518,90.58105358,92.00040314,86.35384194,97.64696433,86.45994445,96.98508094,100,100,1
id-00000273,TRUE,1299665230,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,9,amazon-Video_Games_5,0,256,2,0.5,0,TRUE,0,2,2,0.05,1,0.3,0,1,1,pair-one2one,2,1,0,2,0.2,StaticTarget,2,phrase,1,spatial,0,1,1,0.1,StaticTarget,2,phrase,0,None,0.196745182,0.179500026,0.150975155,0.02852487,71,3734.001251,210.9719214,87.64743127,90.12685022,84.54173159,95.71196885,84.73599341,95.17436235,100,100,1
id-00000274,TRUE,802771901,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,0,0.1,0,TRUE,0,2,2,0.05,1,0.3,2,7,1,pair-one2one,2,1,0,2,0.2,StaticTarget,2,phrase,1,spatial,0,1,2,0.2,StaticTarget,2,phrase,1,spatial,0.156971023,0.120350428,0.102117182,0.018233246,67,1008.149042,36.75793171,89.50837053,89.14487713,81.89254722,96.39720705,82.60832013,96.44098363,100,100,1
id-00000275,TRUE,1459771433,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,TRUE,0,2,0,0.01,0,0.1,None,None,1,pair-one2one,2,1,0,0,0.05,StaticTarget,1,word,2,class,0,1,1,0.1,StaticTarget,2,phrase,0,None,0.113513989,0.282134893,0.103823345,0.178311548,73,12837.12696,510.2980907,87.44047998,90.03219972,84.65704059,95.40735884,84.43776782,95.29022534,100,100,1
id-00000276,TRUE,1521149928,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,TRUE,0,2,1,0.02,1,0.3,None,None,1,pair-one2one,2,0,1,2,0.2,StaticTarget,1,word,0,None,1,0,0,0.05,StaticTarget,0,character,0,None,0.099697748,0.144909233,0.095231717,0.049677516,122,28186.02296,478.0569844,88.18049245,89.66351498,81.81186022,97.51516975,81.78116969,97.18796419,100,100,1
id-00000277,FALSE,1974652692,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.069270395,0.086044831,0.086044831,None,33,2666.886068,358.8480735,88.00908383,86.3703088,86.3703088,None,87.03940501,None,100,None,1
id-00000278,FALSE,419650786,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.084130855,0.119183941,0.119183941,None,36,166.0133836,12.67629981,86.8759898,82.40055788,82.40055788,None,81.20689096,None,100,None,1
id-00000279,FALSE,2043269862,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,0,0.1,0,TRUE,0,2,0,0.01,1,0.3,0,1,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.097815595,0.085855593,0.085855593,None,31,2977.658197,333.4056771,81.34802676,85.24451672,85.24451672,None,85.35745088,None,100,None,1
id-00000280,FALSE,39057509,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,TRUE,0,2,2,0.05,0,0.1,0,1,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.100512223,0.092314163,0.092314163,None,40,5036.42966,454.6746185,84.10444094,87.14372307,87.14372307,None,86.39635045,None,100,None,1
id-00000281,FALSE,691783713,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,TRUE,0,bert-base-uncased,8,amazon-Software_5,0,256,2,0.5,0,TRUE,0,2,2,0.05,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.290437928,0.558851193,0.239149561,None,62,225.1560082,5.471073389,81.66760916,72.31001501,80.61455558,None,82.35781377,None,100,None,1
id-00000282,FALSE,350712971,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,TRUE,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,TRUE,0,2,2,0.05,1,0.3,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.088524113,0.094962981,0.094962981,None,40,9228.956621,495.5331075,87.30042433,87.03768452,87.03768452,None,86.55258271,None,100,None,1
id-00000283,FALSE,1803796505,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,FALSE,0,gpt2,10,imdb,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.277269581,0.302296698,0.302296698,None,36,129.5299287,39.70099187,88.29490692,87.03920595,87.03920595,None,87.5,None,100,None,1
id-00000284,FALSE,473080722,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,FALSE,0,gpt2,9,amazon-Video_Games_5,0,256,0,0.1,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.128601083,0.29159805,0.146529112,None,48,2487.012559,200.6155789,87.30441074,89.10867296,81.06084758,None,81.63650848,None,100,None,1
id-00000285,FALSE,2088757437,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,FALSE,0,gpt2,9,amazon-Video_Games_5,0,256,1,0.25,0,TRUE,0,2,1,0.02,1,0.3,1,3,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.211445229,0.147001536,0.147001536,None,35,2244.796571,218.7010784,73.01291592,83.56150884,83.56150884,None,83.98352553,None,100,None,1
id-00000286,FALSE,2023364398,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,FALSE,0,gpt2,10,imdb,0,256,1,0.25,0,TRUE,0,2,0,0.01,0,0.1,1,3,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.3030434,0.27862265,0.27862265,None,104,543.925745,50.06583738,85.64712291,89.61655386,89.61655386,None,88.816,None,100,None,1
id-00000287,FALSE,1610836724,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,FALSE,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,TRUE,0,2,1,0.02,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.109015814,0.10594168,0.10594168,None,34,2512.95435,316.059473,82.89698805,83.71874072,83.71874072,None,83.28436996,None,100,None,1
id-00000288,FALSE,776339089,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,FALSE,0,gpt2,8,amazon-Software_5,0,256,1,0.25,0,TRUE,0,2,2,0.05,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.248307692,0.585283474,0.32587756,None,48,146.001858,4.589160919,87.88989547,81.56701932,83.69351719,None,83.92963482,None,100,None,1
id-00000289,FALSE,1691568493,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.082405395,0.092465835,0.092465835,None,50,8369.899379,659.5866346,87.61289895,86.42893309,86.42893309,None,86.20669925,None,100,None,1
id-00000290,FALSE,167245150,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,9,amazon-Video_Games_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.125668759,0.138744027,0.138744027,None,58,1955.180665,135.5456591,85.82840166,85.23330808,85.23330808,None,85.42596736,None,100,None,1
id-00000291,FALSE,270553917,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,1,0.25,0,TRUE,0,2,1,0.02,1,0.3,0,1,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.133228075,0.105575373,0.105575373,None,77,367.3792324,14.97877097,76.65280864,83.83195393,83.83195393,None,82.91376923,None,100,None,1
id-00000292,FALSE,358210107,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,TRUE,0,2,1,0.02,1,0.3,0,1,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.133398033,0.095359689,0.095359689,None,45,6128.318166,461.3788235,75.99085587,84.83842287,84.83842287,None,84.82016444,None,100,None,1
id-00000293,FALSE,1802549703,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,TRUE,0,2,0,0.01,1,0.3,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.112245724,0.09960945,0.09960945,None,61,8300.854199,457.7100415,82.01699187,84.06710153,84.06710153,None,84.61477724,None,100,None,1
id-00000294,FALSE,1397637364,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,8,amazon-Software_5,0,256,2,0.5,0,TRUE,0,2,1,0.02,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.198334768,0.187341189,0.187341189,None,118,364.2876036,5.793462276,85.0958576,84.507606,84.507606,None,84.71355884,None,100,None,1
id-00000295,FALSE,782437783,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,9,amazon-Video_Games_5,0,256,0,0.1,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.175265467,0.440920577,0.177575428,None,27,1375.269614,206.2772295,87.07621789,86.45523354,85.9656275,None,85.94712514,None,100,None,1
id-00000296,FALSE,522483016,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,7,amazon-Prime_Pantry_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.066875386,0.083895947,0.083895947,None,39,583.0179017,61.50046849,83.24687877,83.09040337,83.09040337,None,82.01999481,None,100,None,1
id-00000297,FALSE,591997868,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,9,amazon-Video_Games_5,0,256,1,0.25,0,TRUE,0,2,0,0.01,1,0.3,0,1,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.152125307,0.13677535,0.13677535,None,37,1426.320649,135.0248621,81.43103912,85.86089806,85.86089806,None,85.58464784,None,100,None,1
id-00000298,FALSE,208585439,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,TRUE,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,1,0.25,0,TRUE,0,2,2,0.05,1,0.3,1,3,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.095557941,0.066993322,0.066993322,None,44,1906.903987,133.5560341,78.06303743,86.18808952,86.18808952,None,85.49782995,None,100,None,1
id-00000299,FALSE,1068524718,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,TRUE,0,bert-base-uncased,4,amazon-Luxury_Beauty_5,0,256,1,0.25,0,TRUE,0,2,1,0.02,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.085293898,0.102195015,0.102195015,None,49,180.2309508,9.833931684,86.53945002,83.42199292,83.42199292,None,82.53056406,None,100,None,1
id-00000300,FALSE,989379595,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,TRUE,0,bert-base-uncased,10,imdb,0,256,1,0.25,0,TRUE,0,2,1,0.02,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.317014212,0.310887416,0.310887416,None,39,250.0435827,59.27946687,86.31007403,86.7454648,86.7454648,None,87.056,None,100,None,1
id-00000301,FALSE,1984261245,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,FALSE,0,gpt2,8,amazon-Software_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.190446237,0.206598795,0.206598795,None,43,86.20155406,4.024057388,86.82748519,83.56215314,83.56215314,None,84.8766096,None,100,None,1
id-00000302,FALSE,1156774917,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,FALSE,0,gpt2,9,amazon-Video_Games_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.144930086,0.241838704,0.165552105,None,47,2451.605828,172.3607802,91.63797481,87.93213905,80.35981753,None,80.78855433,None,100,None,1
id-00000303,FALSE,32237205,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,FALSE,0,gpt2,8,amazon-Software_5,0,256,1,0.25,0,TRUE,0,2,1,0.02,1,0.3,1,3,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.24347243,0.572878374,0.321876305,None,58,180.7590628,5.424135923,86.06858915,87.52530462,86.58907078,None,85.01741586,None,100,None,1
id-00000304,FALSE,1767778789,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,FALSE,0,gpt2,4,amazon-Luxury_Beauty_5,0,256,2,0.5,0,TRUE,0,2,2,0.05,1,0.3,2,7,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.135818128,0.110267223,0.110267223,None,65,318.341291,9.460459709,76.25123236,82.945369,82.945369,None,83.23962493,None,100,None,1
id-00000305,FALSE,1112700655,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,FALSE,0,gpt2,4,amazon-Luxury_Beauty_5,0,256,1,0.25,0,TRUE,0,2,0,0.01,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.094265463,0.109716618,0.109716618,None,41,150.2327397,9.825489044,85.4442677,83.20923888,83.20923888,None,80.53552848,None,100,None,1
id-00000306,FALSE,1152191627,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,FALSE,0,gpt2,8,amazon-Software_5,0,256,1,0.25,0,TRUE,0,2,0,0.01,0,0.1,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.156378807,0.207995619,0.207995619,None,48,91.43801951,3.536854982,89.11725143,85.67236484,85.67236484,None,84.84225482,None,100,None,1
id-00000307,FALSE,1041554480,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,10,imdb,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.273282166,0.295681791,0.295681791,None,52,180.5884032,37.29785562,88.27621647,88.13660299,88.13660299,None,87.424,None,100,None,1
id-00000308,FALSE,1390311030,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,TRUE,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,2,0.5,0,TRUE,0,2,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.071597932,0.082536023,0.082536023,None,60,4989.597704,316.7556033,87.56702313,85.36181362,85.36181362,None,85.29979943,None,100,None,1
id-00000309,FALSE,146617470,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,10,imdb,0,256,2,0.5,0,TRUE,0,2,0,0.01,1,0.3,1,3,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.359338728,0.30722054,0.30722054,None,60,458.6192355,56.53623462,83.49287289,86.98082668,86.98082668,None,87.392,None,100,None,1
id-00000310,FALSE,1473531838,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,TRUE,0,distilbert-base-uncased,5,amazon-Musical_Instruments_5,0,256,0,0.1,0,TRUE,0,2,0,0.01,0,0.1,0,1,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.103104583,0.153975137,0.135605768,None,58,1483.549155,85.191854,93.43062433,91.16063204,83.0824439,None,83.669088,None,100,None,1
id-00000311,FALSE,192993369,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,9,amazon-Video_Games_5,0,256,2,0.5,0,TRUE,0,2,0,0.01,1,0.3,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.168604183,0.146548237,0.146548237,None,67,7402.465355,219.5105205,79.64634677,82.09401521,82.09401521,None,81.91249528,None,100,None,1
id-00000312,FALSE,1957733090,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,TRUE,0,distilbert-base-uncased,10,imdb,0,256,1,0.25,0,TRUE,0,2,0,0.01,1,0.3,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.315811567,0.285175697,0.285175697,None,130,542.2165759,37.33720708,86.32713013,88.24341676,88.24341676,None,86.704,None,100,None,1
id-00000313,TRUE,433168153,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,7,amazon-Prime_Pantry_5,0,256,0,0.1,0,TRUE,0,2,None,None,None,None,None,None,0,one2one,1,1,0,1,0.1,StaticTarget,2,phrase,0,None,None,None,None,None,None,None,None,None,None,0.069132249,0.093535801,0.092027767,0.001508033,30,492.102623,67.09411049,93.32352288,91.83979856,83.7317076,99.94788953,82.92142212,99.87961477,100,100,1
id-00000314,TRUE,707766927,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,TRUE,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,TRUE,0,2,None,None,None,None,None,None,0,one2one,1,1,0,0,0.05,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.083718493,0.128414278,0.097694416,0.030719862,33,3355.301512,468.9079504,91.50956812,93.12638474,87.48136705,98.77140243,87.00234323,99.02624026,100,100,1
